id,texto,rotulo
2352,TÔ MORTO COM A BELA GIL NO CLIPE DO E O TCHAN! HAHAHAHAHA #AltasHoras,positivo
2353,"Não vai ter douglas hoje, esse não é meu mundo #MasterChefBR",negativo
2354,#VideoShowAoVivo na mnh terra é dindim haha,neutro
2355,"Galera a ""pepeca vai chorar"" no #thenoite @user só animadoooo...kkk",positivo
2356,"Esse cara acha que é humorista, mano? #AltasHoras",negativo
2357,"#Encontro.  Tá tudo azul, com essa moça.  Hahahaha!",neutro
2358,"#encontro @user é muito massa. Que poesia linda, cara! #PoesiaComRapadura",positivo
2359,"Qualquer um que saísse no time vermelho eu ficava sussa, mas do time azul, tô bad! #MasterChefBR",negativo
2360,"SEGURA O TCHAN,AMARRA O TCHAN #AltasHoras",neutro
2361,Realmente tesão não mata! Sobrevivi ao ver a @user cozinhando na cozinha do #MasterChefBr ... 😍😂,positivo
2362,Lá vai a Bela Gil  cagar pela boca! Aff mulher medonha! #AltasHoras,negativo
2363,meu prato seria miojo com sardinha e vcs #MasterChefBR,neutro
2364,Começou o #TheNoite com o Charlie Hunnam,positivo
2365,#ConversaComBial cadê a rashtag na tela do programa???,negativo
2366,"FGTS não é ""descontado"" do salário da pessoa, #MaisVocê",neutro
2367,O Jair Oliveira (@user) contando que uma vez um bêbado o confundiu com o Renato Russo. HAHAHA 😂 #TheNoite @user @user.,positivo
2368,"Meu jesus, sardinha enlatada por 20 anos!? 😨 #MasterChefBR",negativo
2369,Após #TheNoite tem @user no comando do #sbtnoticias com as principais notícias do Brasil e do mundo! #NãoPercam! #RT?!,neutro
2370,"@user já era meu favorito, agora... #masterchefbr",positivo
2371,"Mirian, vem ser escrota aqui fora #MasterchefBR",negativo
2372,Voltou o Buiu!!! #TheNoite,neutro
2373,#PoesiaComRapadura no #Encontro!  Sou fã desse poeta! @user,positivo
2374,Bruxa solta no #MasterChefBR,negativo
2375,Se cadeia é tão ruim pq a galera vive correndo atrás de um PASSE #ConversaComBial,neutro
2376,Moooooortaaaaaa kkkkkkkkkkk @user #ConversaComBial #MaiaraeMaraisaNoBial,positivo
2377,"O ️dono da JBS gravou o Michel Temer querendo comprar o silêncio de Cunha. HAHAHAHAHA 😂👌 Chupa Temer, agora vc está ferradoooooo!  #TheNoite",negativo
2378,"Semorou, mas o Silvio conseguiu casar a Patricia rs #DomingoLegal",neutro
2379,Lindo tema do #Encontro,positivo
2380,"o ruim de passar #PowerCoupleBrasil na terça,é q também passa #MasterChefBR,dai tem q ficar com olho gato é outro no peixe,como diz o ditado",negativo
2381,"Oi produção @user! Com TANTO cozinheiro BOM eliminados do #MasterChefBR, que tal uma edição #MasterChefBRAllStar?No aguardo. obg dnd",neutro
2382,A linda da @user no #AltasHoras 😊 O programa tá show!,positivo
2383,"Não aceito, vamos fazer a prova de novo até o time azul ganhar  #MasterChefBR",negativo
2384,Ja que é pra tombar....tombei ...#VideoShowAoVivo,neutro
2385,"Nando Reis e João Vicente ❤️, realmente esse foi um dos melhores #Encontro",positivo
2386,"Esse Léo é chatinho, hein. #MasterChefBR",negativo
2387,"Cara, a moça q está fazendo a  grana no #edecasa deve ser prima da #tati kkkkkkk",neutro
2388,Aí vc espera um pgm com risada e putaria com o @user no #TheNoite com @user e assisti uma aula de política hahahahahahah,positivo
2389,Só eu achei a Vanessa da Matta antipatica ? #altasHoras,negativo
2390,tamo aqui vendo o #TheNoite,neutro
2391,In Love com VideoShow Risadas garantidas com o @user &lt;3 #VideoShowAoVivo,positivo
2392,"Cês leram a nota da @user no Instagram? Pessoas parem, apenas parem! #masterchefbr",negativo
2393,Os caras estão comendo sem camisa?! #MasterChefBR,neutro
2394,"Se tem um representante da minha religião que traduz tudo o que penso, esse homem é @user!! Tá dando aula no #ConversaComBial",positivo
2395,Essa gay não sabe ganhar nem um ímpar ou par. Misericórdia que fracasso de LGBT #masterchefBR,negativo
2396,"Quem quer um macarrão com pós balada do Vieira? Sardinha de entrada, o principal eh a Vieira... 😎 #MasterChefBR",neutro
2397,Aí meu coração. Vai #timeAzul #MasterChefBr,positivo
2398,"@user A Ana Paula nesse programa só serve pra fazer contagem regressiva, e nem isso ela faz direiro.😝#masterchefbr #calabocaana",negativo
2399,Rafael falando de quando vendia pão kkkkk #VideoShowAoVivo,neutro
2400,#ConversaComBial !!! Sensacional! Programas como #CQC #JO #AltasHoras #SaiBaixo #CassetaPlaneta #EscolinhaRaimundo #EmPauta não podem acabar,positivo
2401,É triste saber que em pleno séc XXI ainda encontra-se homens assim #Encontro,negativo
2402,#MasterChefBR Quem é o maior embuste dessa edição,neutro
2403,#TeamAzul tá toooooop meu amor #MasterChefBR só faltou o @user  no time ❤,positivo
2404,"Assistindo o #encontro , bateu aquela saudade da mamãe , abraço dela o castigo dela e o amor de sempre , coração apertado",negativo
2405,@user hoje as duas equipes estão na luta agora basta saber qual será nocauteada. #MasterChefBR,neutro
2406,Q cara maravilhoso #TheNoite,positivo
2407,#videoshowaovivo Que palhaçada é essa meu povo. Vcs já falaram ontem que seria Fátima Bernardes...,negativo
2408,"Além do prefeito do município, Joares Ponticelli, e o vice, Caio Tokarski. #AgoraéTubarao #conselheiros #encontro #gestao #catubarao",neutro
2409,O inglês da @user é perfeito demais! #DomingoLegal,positivo
2410,@user O cocô do Lula já espirrou aí no PT? É que na verdade o Lula pediu adiamento da audiência pq se cagou todo de medo! #TheNoite,negativo
2411,"Quando nossos recursos chegam ao fim, os recursos de Deus estão todos disponíveis.#SextaDetremuraSDV #MaisVoce #NoisEhFeioMais",neutro
2412,@user Já estou aqui vendo o Willian Waack só esperando o Bial chegar com elas Maiara e Maraisa #ConversaComBial Não perderei.😘,positivo
2413,"#MasterChefBR Até aqui o melhor ep da temporada, pena a Miriam não ter saído! 😒",negativo
2414,O que a Dilma tá fzd no programa ? #Encontro,neutro
2415,Eu tô arrepiada canta muito   #DomingoLegal,positivo
2416,Canja com óleo de coco? Quem já viu isso #MasterChefBR,negativo
2417,Todo mundo correndo na cozinha e Paola relaxada como se tivesse fritando um ovo #masterchefbr,neutro
2418,"Eu: vou dormir cedo que terei uma manhã cheia! Também eu: aí meu deus, hoje tem #MasterChefBR",positivo
2419,Eu sou a Fernanda Freitas total! Suo mais que tampa de marmita.. Que ódio #MaisVoce,negativo
2420,"Eles morrem de rir tb,taquem falha nossa de Novo Mundo,por favor. #VideoShowAoVivo",neutro
2421,Está maravilhosa com esse look @user #VideoShowAoVivo,positivo
2422,"Pessoas que gravam video com a #AltasHoras, por quê?",negativo
2423,Aqui no Maranhão é geladinho #VideoShowAoVivo,neutro
2424,"Essa ""gordosa"" Linda, alta e elegante, tem que ser a Claudia Raia maravilhosa! #VideoShowAoVivo",positivo
2425,Ana Luiza não brinca comigo eu sou cardíaca #MasterChefBR,negativo
2426,#MasterChefBR imagina o desespero o programa todo sem poder falar que vc ta na final ou foi eliminado?,neutro
2427,Charlie Hunnam agora no #TheNoite. Vem gnt,positivo
2428,Augusto Cury no #ConversaComBial falando sobre ANSIEDADE. Já vi que vou achar pequeno o tempo do programa. hoje aff,negativo
2429,Querem evitar ser vítima de abuso. Mas e cm se evita q novos abusadores surjam? Ser um abusador tem uma causa. Temos q trata-la!!  #Encontro,neutro
2430,#Encontro Melhor progama do momento,positivo
2431,Hoje a Fátima Bernades tem um ENCONTRO mascado no #VideoShowAoVivo,negativo
2432,"Orquídea lembra o filme da Anaconda e a orquídea sangrenta, tipo..  #encontro",neutro
2433,#AltasHoras dos mais legais de todos os tempos! :DDD #top,positivo
2434,"DESCULPA GENTE, MAS BATEU UMA SAUDADE ENORME DO @user E A EQUIPE DO VICTOR TA INCOMPLETA SEM A RAINHA #MasterChefBR",negativo
2435,"#EDeCasa ele é mais baixo, logo o Centro de Gravidade fica próximo ao chão então fica mais difícil cair",neutro
2436,Deu vontade de Tomar Milk Shake 🍨♥️ #MaisVoce @user,positivo
2437,@user Achei deselegante o que fez com a Thais Araújo. #MaisVocê,negativo
2438,"Pode entrar, MARISA, E MARAIARA #ConversaComBial",neutro
2439,Elogiaram o prato então a @user tá salva!! 👏👏👏👏 #MasterChefBr,positivo
2440,"Não tira meu Vitor B, pelo amor se deeeeeeus. #MasterChefBr",negativo
2441,#Masterchefbr hoje eu to dividida pra que time torcer #vermelho #azul,neutro
2442,ESSE DE CASACO AMARRADO NA CINTURA DANÇANDO SOU EU DEMAIS #AltasHoras,positivo
2443,EU NAO ACREDITO QUE O AZUL PERDEU NAO ACREDITO #MasterChefBR,negativo
2444,Drauzio Varella dizendo que teve mulheres pacientes no presídio com 28 anos com 10 filhos #ConversaComBial,neutro
2445,@user cantando nossa musa eterna #elisregina no #ConversaComBial,positivo
2446,o azul ta se enrolando AH NAO #MasterChefBR,negativo
2447,Tô ansioso por hoje. Será que o leonardo sairá? #MasterChefBR,neutro
2448,#ConversaComBial  trabalho c presos é uma experiência única e rica em conhecimento das características do ser humano como indivíduo.,positivo
2449,Não acredito que vou ter que esperar... #FicaVitorB #MasterChefBR,negativo
2450,DEIXEM A MIRIAM POR ÚLTIMO POR FAVOR #MasterChefBR,neutro
2451,como canta bonito esse @user #encontro,positivo
2452,Não suporto prova em grupo. #MasterChefBR,negativo
2453,Eu não conseguiria cozinhar com todas essas pessoas olhando diretamente pra mim #MasterChefBR,neutro
2454,"Déborah, a bixa é lacradora mesmo . #MasterChefBR",positivo
2455,COMO ASSIM A EQUIPE AZUL PERDEU?? Só tem gente que eu gosto na prova de eliminação! 😭😭😭 #MasterChefBr,negativo
2456,É o Zac! #VideoShowAoVivo,neutro
2457,"@user @user Porém, o Léo não vai cair, pois ele é focado. Léo já é o vencedor. #amo #MasterChefBR",positivo
2458,#MasterChefBR ainda nem começou e nois já tá naquela de querer dar tchau pra miriam pqp,negativo
2459,A PAOLA TA MUITO EUUU #MasterChefBR,neutro
2460,Tá quaseeeee 😍 #MaiaraeMaraisaNoBial #ConversaComBial @user @user,positivo
2461,Triste demais ver que o Danilo tá tão focado assim na política e perdendo a essência dele #TheNoite,negativo
2462,.@user entrevista o elenco do filme #AlienConvenant 🎬👽😂 no #TheNoite @user @user.,neutro
2463,A Ana arrasou! Parecia a mais perdida #MasterChefBR,positivo
2464,A Miriam só não roda pq eu acho que o tal sorvete do Fernando vai ficar uma merda #MasterChefBR,negativo
2465,‶Advogado de Lula‶ ‶Na Justiça‶ ‶Nando Reis‶ ‶The National‶ ‶Two Ghosts‶ #Encontro Kiwi Zimbábue,neutro
2466,"dizem q hj é o Dia do Cozinheiro, td dia é dia, né? marcha um parabéns p/ @user,@user e @user  #MasterChefBR",positivo
2467,"Coitado de Victor! Mas se eu perdesse algo toda vez que me corto na cozinha, já estaria fora do planeta Terra. #MasterChefBR",negativo
2468,eu sou pau rodado kkkj #VideoShowAoVivo,neutro
2469,@user No primeiro dia nem sabia seu nome.. No segundo dia eu já amava vc.... Vai ganhar o #MasterChefBR,positivo
2470,Fazia tanto tempo que eu não sentava e assistia que da até aquela saudade enorme do otp junto  #SophiaNoVídeoShowAoVivo #VídeoShowAoVivo,negativo
2471,A terceira música Nem acabou eu já tô lembrando da gente fazendo amor celular na mão mas ele não tá tocando 🎶  #ConversacomBial,neutro
2472,@user tô aqui te vendo no #MaisVoce ! Lindo!,positivo
2473,Fátima fazendo a branquitude que assiste tevê matinal engolir um questionamento sobre racismo. #Encontro,negativo
2474,Eles não avisaram Pra  o entrevistado Que tem que colocar o celular no silencioso #Encontro,neutro
2475,"@user @user Opa, amei a foto nova!! Faz mais isso, entrar no tt mesmo sem ser dia de #MasterChefBR kkkk 🙈💖",positivo
2476,essa miriam do masterchef é própria definição de ser humano insuportável q não sabe conviver em grupo #MasterChefBR,negativo
2477,Fátima Bernardes tem um caso com o Doutor Fernando Gomes Pinto #Encontro,neutro
2478,Bem na hora de ver meu bb no #encontro  👑💙,positivo
2479,#MasterChefBR Leonardo mudou muito aff,negativo
2480,Respirar - @user #Encontro,neutro
2481,Que lindo a Vanessa da Mata que adotou 3 irmãos #altashoras,positivo
2482,"O programa do @user é maneiro, mas as piadinhas são péssimas. #TheNoite",negativo
2483,@user Ou talvez joana #ConversaComBial,neutro
2484,"#altashoras, Serginho estamos aqui em São Carlos, curtindo seu programa.",positivo
2485,#MasterChefBR n sei quem eu odeio mais: miriam ou nayane,negativo
2486,300mil o cachê da dupla pra dividir entre todos. Achei que fosse mais. #ConversaComBial,neutro
2487,"Maneiro esse programa do Pedro Bial, entrevista com Santoro #conversacomBial",positivo
2488,Mano do céu não acredito que perdi Charlie Hunnam no #TheNoite,negativo
2489,Cheguei! Assistir #MasterChefBR p/ entreter Pq TV p/ indignar já estou assistindo d+ #ForaTemer #ForaTodos,neutro
2490,Maluma é muito lindo! 😱😍 #vivaoslatinos #TheNoite,positivo
2491,"Tem gente que merecia só conhecer arroz e feijão, pra não fazer essas cagadas ¬¬  #maisvocê",negativo
2492,@user era pra ter colocado uma peruca 😂😂 #TheNoite,neutro
2493,"É inspirador como @user fala com alegria e amor da Dona Ana, sua mãe. #altashoras 👏🏻",positivo
2494,Odiei o resultado da prova. Torcendo pra Ana e pra Yuko se salvarem. #MasterChefBR,negativo
2495,"Dividir as tarefas de casa seria bom, trabalha ate as 20 e faz tudo sozinha.. marido tem q ter senso ai #édecasa",neutro
2496,Vai começar #altashoras com a linda da #sophianoaltashoras,positivo
2497,Primeiro o Vitor B. Do #MasterChefBR e agora Nadessa 😭😭😭😭 #PowerCoupleBrasil,negativo
2498,Hoje tem #MasterChefBR e por isso apareci aqui,neutro
2499,#VideoShowAoVivo a cara da Paola na hr q entrou ao vivo foi a melhor kkk,positivo
2500,Achei sacanagem com o Vitor B. #MasterChefBR,negativo
2501,"namorar em qualquer idade e orientação sexual tem q ter bom senso nem todo lugar da pra se pegar, mas podem sim demostrar carinho #Encontro",neutro
2502,Não eram  cavalo hahahahaha #ConversaComBial,positivo
2503,Dizer que um livro com pseudônimo de Eduardo Cunha não é puramente comercial é de um cinismo digno do homenageado #ConversaComBial,negativo
2504,Só esperando pra ver qual será a treta da Mirian hoje #MasterChefBR,neutro
2505,Viviane Pasmanter Maravilhosa no #MaisVoce,positivo
2506,Marco Luque é tipo de pessoa que apresenta o seminário e ninguém entende. #AltasHoras,negativo
2507,URGENTE: ana paula padrão pede desligamento da band dps de inúmeros agachamentos para recolher bandanas e recolocar em bonecos #MasterChefBR,neutro
2508,#masterchefbr tá ficando mto na cara que só entro no Twitter pra ver Master Cheff.. ahahaha.. amoooo,positivo
2509,"Queria tirar um cochilo, mas tô com medo de apagar e perder o #MasterChefBR 😰",negativo
2510,"#Encontro pq não faz em vez de nascimentos, falecimentos?",neutro
2511,Sienna canta bem pra porra.... #DomingoLegal,positivo
2512,"#VideoShowAoVivo fiquei ""aguarrada"" na TV achando que era a Claudia Raia 🙄",negativo
2513,Será q a Miriam vai ficar mais hulmidona agora?   #MasterChefBR,neutro
2514,Adorando esse Encontro com Fátima nessa tarde! #VideoShowAoVivo,positivo
2515,"A Sophia só é bonita, pois não tem talento algum #VideoShowAoVivo",negativo
2516,Todo mundo segurando @user  🕺🕺🕺 #AltasHoras,neutro
2517,ai mds é agora #MasterChefBR,positivo
2518,acabei de ver que meu mozão saiu do #masterchefbr ontem 😢 sdds @user,negativo
2519,#MaisVoce que é o boy gente ?,neutro
2520,"#VideoShowAoVivo Belíssima homenagem ao Nelson Xavier.  Grande ator, grande perda. Parabéns Otaviano e Joaquim.",positivo
2521,Rodrigo sumido Santoro aparecendo na tv #ConversaComBial,negativo
2522,#Sandy no #Encontro já já...,neutro
2523,Eles roubam a cena na novela! Muito bom!  #MaisVoce,positivo
2524,CHORA MESMO MIRIA SUA COBRA DO CARALHO #MasterChefBR,negativo
2525,"Alô @user , chama a @user pra trocar umas idéias no #TheNoite",neutro
2526,Catra deu uma aula de política agora. Que homem #TheNoite,positivo
2527,"Nunca quero comercial no #MasterChefBR porém hoje a #EquipeAzul,táe deixando sem ar haha",negativo
2528,já estou preparada pra assistir #MasterChefBR,neutro
2529,Ana Lídia é muuuuito fofa... Queria conhecer ela pessoalmente ❤ #EDeCasa,positivo
2530,"Torcendo para equipe azul, simplesmente pq não suporto a Mirian #MasterChefBR",negativo
2531,"#Encontro Fiquei sabendo de imã agência de investimentos em Bit cons, será verdade? Alguém já ouviu falar disso?",neutro
2532,#MasterChefBR dessa semana com altas doses de emoção!,positivo
2533,Tão bem longe de saber como os paraenses falam #VideoShowAoVivo,negativo
2534,Claudia esta uma Dilma que sabe se expressar no programa da fatima. #Encontro,neutro
2535,Unicórnio come nuvem! Hahahahaha #MaisVoce,positivo
2536,"#MasterChefBR Leonardo, seja menas",negativo
2537,#MasterChefBR  Hoje vai ter briga.,neutro
2538,A maravilhosa @user no #AltasHoras adorooooo... 😍,positivo
2539,PORRA QUE NERVOUSO MANOOOOO!!!!! #MasterChefBR,negativo
2540,Nunca tinha pensado com o Nabby 😮 #Encontro,neutro
2541,#MasterChefBR na torcida aqui  @user @user e @user,positivo
2542,O Master chef desse ano está devendo no quesito higiene. #MasterChefBR,negativo
2543,#MasterChefBR ALGUÉM POSTA VÍDEO OU GIF DELE CORTANDO O DEDO PLEASE!!!,neutro
2544,"Gente, que cena linda essa do Eugenio com a Yvana. Não tinha visto! #MaisVoce",positivo
2545,Deixa a #EquipeAzul ganhar pra que aquela chata saia! #MasterChefBR,negativo
2546,miriam tá chegando no nível fernando de vilão de masterchef #MasterChefBR,neutro
2547,Musa da seleção 😍@user ❤#FatimaBernardesNoVideoShow #VideoShowAoVivo,positivo
2548,"Depois do escândalo do Temer e Aécio, Ana Maria Braga vestida de unicórnio é a pior coisa que você vai ver hoje. #MaisVoce",negativo
2549,La usurpadora foi difícil 😂😂😂😂😂😂 #TheNoite #MalumaNoTheNoite,neutro
2550,#conversacombial eu queria dormir... Mas com @user  não tem como?!?,positivo
2551,#Encontro o negão cortou Fátima legal,negativo
2552,Bechamel com óleo de coco? #MasterChefBR,neutro
2553,Olha o #MAISVOCE com convidados todos os dias....Adoro!!!,positivo
2554,A mãe estragou o filho #encontro,negativo
2555,Preciso descobrir logo qual o canal pago que reprisa o #MasterChefBR pra ver o programa de ontem,neutro
2556,#VideoShowAoVivo. Gente esse Cibele é linda ... E que ensaio em linda?! parabéns 👏,positivo
2557,As senhoras tão se achando as SABIDONAS do ferro de passar. Kkkkkk #maisvoce,negativo
2558,#MasterChefBR uma pratada de maniçoba cairia muito bem agora. Devoraria fácil fácil.,neutro
2559,cooomo eu gosto do Murilo... pqp 😂😂😂😂😂👏🏽👏🏽👏🏽 #TheNoite,positivo
2560,o prato do Vitor B ficou ruim MEU DEUS TO PASSANDO MAL NAAAAOOO #MasterChefBR,negativo
2561,A Taís Araújo mandou brigadeiros pra Ana Maria kkkkk #MaisVoce,neutro
2562,"Por mais #Encontro com as Irmãs Galvão, adorei elas.",positivo
2563,NAO TÔ BEM #MasterChefBR,negativo
2564,#thenoite pode preparar o papel higiênico que @user se borrou todo 😂,neutro
2565,Rodrigo Santoro é pessoa que tem filosofia humana e natural. #ConversaComBial,positivo
2566,Jatobá é horrível. #Encontro,negativo
2567,Assintindo o #thenoite @user Rt,neutro
2568,"Claramente torcendo pro time do bem, também conhecido como time azul #MasterChefBR",positivo
2569,Que tensoooooooo cozinhar com plateia! #MasterChefBR,negativo
2570,"A @user foi a única que seguiu o conselho do fogaça. Se eu chego de madrugada em casa, eu vou é misturar é tudo e comer. #MasterChefBr",neutro
2571,Tomara que os cara continue cortando o dedo pra ter provas assim! Hehe #MasterChefBR,positivo
2572,EU N ACREDITO QUE O VITOR B PASSOU POR TUDO AQUILO SEMANA PASSADA PRA SAIR NESSA SEMANA AAAAAAAAAAA VAI SE FERRA #MasterChefBR,negativo
2573,Consolidados - GLOBO (15/05):  #AForçaDoQuerer 31.9 #OsDiasEramAssim 22.4 #TelaQuente 15.8 #JornalDaGlobo 9.2 #ConversaComBial 7.4,neutro
2574,QUE QUE TA COM TESENO EU TO RINDO MUITO AHIHSJHUAUHIHU~IJSJFJ QUE COISA MAROMBEIRA #MasterChefBR,positivo
2575,"EU NÃO TO BEM, JURO. #MasterChefBR",negativo
2576,"Terça (16), séries e realitys da BAND marcaram:  #OsSimpsons 0.7 #MasterChefBR - A Prévia 2.1 #MasterChefBR 6.3 (recorde) #OsSimpsons 1.2",neutro
2577,Cheguei a tempo de ver #ConversaComBial,positivo
2578,a cara dela de decepção com o vestido da Germana #VideoShowAoVivo,negativo
2579,Olá boa tarde Mande um abraço para mim aqui em Teresina todo dia todos os dias assisto Vídeo Show #VideoShowAoVivo,neutro
2580,"@user , minha mãe, dona Juberlita, não perde o #VídeoShowAoVivo e está lhe parabenizando pelo seu aniversário! Felicidades! 🎂🎉",positivo
2581,NÃO GOSTO DE PAGODE💤💤💤💤💤💤 #Encontro,negativo
2582,Falta um tico de confiança nesse Fernando #MasterChefBR,neutro
2583,"@user no #Encontro , como eu amo essa mulher cara",positivo
2584,"#Encontro E até hoje minha família não sabe. Pois ambos eram ""senhores de respeito"". Sinto ódio deles",negativo
2585,"No Pará não se fala ""Dindin"" e sim ""Chopp"". #VideoShowAoVivo",neutro
2586,Eeeeeee Vitor B. vai ficar 🎉🎉🎉🎉 #masterchefBR,positivo
2587,"SÓ NÃO ME CORTA OUTRO DEDO, CARAIO! #MasterChefBR",negativo
2588,O @user tá de volta #VideoShowAoVivo,neutro
2589,"Vitor, no #MasterChefBR: ""sou daqueles que comem um dogão depois da balada""  estou cada vez mais certa de que fomos feitos um pro outro",positivo
2590,A gente na revolução e Ana Maria ensinando a passar roupa no #MaisVoce...  Tá só uns dez anos atrasada essa pauta.,negativo
2591,#VideoShowAoVivo  MUITO BOA TARDE,neutro
2592,Abençoando minha noite com toda sabedoria e fe @user ...Como lhe admiro e aprendo tanto com o Senhor.Obrigada #ConversaComBial,positivo
2593,"#VideoShowAoVivo não gosto da atuação dessa Antônia Morais,a Cléo e bem melhor.",negativo
2594,"""A Mayara tem um negócio assim (...) ahhh vou ter que falar"" hahaha  Coisa de Irmãs #ConversaComBial #MaiaraeMaraisaNoBial @user",neutro
2595,AAAAAAAAAAAAA VANESSA SUA LINDA ❤ @user #Altashoras,positivo
2596,"#masterchefbr aaaa mano Gosto mt do victor, mas nessa ta foda",negativo
2597,a cada ep o vitor b me mata mais um pouco #MasterChefBR,neutro
2598,Pézinho da Paola #MasterChefBR,positivo
2599,Quero muito que o dia da eliminação dos embustes Leonardo e Miriam chegue logo #MasterChefBR,negativo
2600,Já contei una 83392991 cortes de cabelo diferente da Fátima 😂 #VideoShowAoVivo,neutro
2601,UAU @user ❤😍💐  sua linda demais e @user igualmente linda desfilando pelo Projak!!! Obrigado 👏 👏 👏 !!! #VideoShowAoVivo,positivo
2602,"Espero que o clipe passe amanhã logo, porque ""vai passar na semana"" pode ser sexta-feira e até lá não há cu que aguente #DomingoLegal",negativo
2603,Pessoas da novela Carinha de Anjo #DomingoLegal,neutro
2604,Mari Palma é a gril crush de todos. #Encontro,positivo
2605,"Vacilooooooooo, n era p ter saído #MasterChefBR",negativo
2606,Vai começar #MasterChefBR e nem jantei m,neutro
2607,MANA COLOCA O JAMBU JUNTO QUE É SUCESSO !!!!! #MasterchefBR,positivo
2608,mano q nervoso dá ouvir a Nayane. Ela fala pra dentro #MasterChefBR,negativo
2609,#VídeoShowAoVivo  Podia falar do banner pra Fátima Ne  kkk,neutro
2610,Pq #masterchefBr pisa tanto né? Ultimamente é o único programa  de TV que não perco de jeito nenhum,positivo
2611,"Patroa que se mete a fazer serviço que não faz no dia a dia dá nisso,se queima!!!#MaisVoce",negativo
2612,#EDeCasa bom dia Carlos Jr São Luís MA,neutro
2613,Wando no #VideoShowAoVivo com a velha e boa coleção de calcinhas. O cara é um ícone. 😍,positivo
2614,"Gente, se #MChefVitorB sair, Mirian não sai hj 😢😢... #MasterChefBR #MChefVitorB não pode sair.",negativo
2615,Então minha alma gêmea ainda brinca de carrinho e nunca beijou #Encontro,neutro
2616,Eu acho que esse foi o episódio de @user mais lindo que eu já assisti! @user você é incrível! 😍 #MasterChefBR,positivo
2617,chorando d+assistindo o #MasterChefBR de ontem.1°)a prova e o discurso  da @user 🇧🇷2°)pelo o q aconteceu com @user 😭😭😭,negativo
2618,Pq os cara cozinham batata inteira e com a tampa aberta se a água nem fervendo tá e eles tem pouco tempo????? #MasterChefBR,neutro
2619,Sandy sempre maravilhosa ❤ #Encontro,positivo
2620,Acabou a Lu 💔😭 #DomingoLegal,negativo
2621,"Não fui criada falando muito eu te amo,mais com meus filhos tosdos os dias antes dos meus filhos dormir falo para eles #Encontro",neutro
2622,"queria falar que eu tenho um super interesse nesse Vitor B se quiser vim cozinhar pra mim, to aceitando #MasterChefBR",positivo
2623,#MasterChefBR Vitor se deu mau hoje 😨.,negativo
2624,Agora tem o casal @user e @user 😘 no #TheNoite com o @user no @user.,neutro
2625,Eu amo o Arnaldo Antunes. Essa voz 😍 #encontro,positivo
2626,"Acabou o #Encontro, colocaram a abertura do Plantão, cortaram, passaram o oferecimento do Encontro e apareceu o Evaristo..",negativo
2627,#MasterChefBR Aceitem minha amiga ela é dez na cuzinha @user,neutro
2628,Tô tão nervosa que parece até q a primeira vez q vejo elas na TV.. 😅😂😻😻💙 #EDeCasa,positivo
2629,"#MaisVoce posso afirmar que essa é uma tendência que não combina comigo, prefiro muito mais o básico.",negativo
2630,"No meu bairro de Sampa, o geladinho é ""suquinho"". #VideoShowAoVivo @user",neutro
2631,#altashoras quero o Thomás pra mim 💕,positivo
2632,Não posso com esse programa me dá um desespero pqp #EquipeAzul #MasterChefBR,negativo
2633,"#Encontro Acho que quando é dito em relação a preta/preto, o negro não tem que se sentir ofendido, pois ele não é preto ele é negro.",neutro
2634,#APraçaéNossa30anos #TheNoite foda demais,positivo
2635,Namaria poser nem coloriu o cabelo. #MaisVoce,negativo
2636,"Ana Maria traduziu ""despacito"" como dez pacinhos #MaisVoce",neutro
2637,Caetano e Chico buarque  PUTA QUE PARIU!!!!!! 👏🏾👏🏾👏🏾#VideoShowAoVivo,positivo
2638,Gente a Ana Luísa vai ser eliminada do #MasterChefBr pois ja trabalhou num restaurante como cozinheira profissional.  CHOCADO! 😱,negativo
2639,Tem uma menina parecida com a Vitória do Anavitória no Altas Horas hsjshshs #AltasHoras,neutro
2640,"@user: ""O meu tava bom?"" @fogaca_henrique: ""O seu tava!"" @erickjacquin: ""Tava! O seu tava maravilhoso!"" 😍😍😍😍😍😍😍😍😍😍 #MasterChefBR",positivo
2641,Que prova tensa essa!!! Putz!!! #masterChefBr,negativo
2642,Manda um Oi pra mim @user  e @user #VideoShowAoVivo,neutro
2643,Clipe inédito de CDA no #DomingoLegal  Será que é Aquarela?🤔😍,positivo
2644,#EquipeAzul abalando c/ meu psicológico... 😨😨😨 #MasterChefBR,negativo
2645,"""Mamão nessa idade não eh bom não"" 😂😂😂😂😂😂😂😂😂😂😂 #TheNoite #MestreMandou",neutro
2646,"@user no #AltasHoras , linda. Como eu ouvia quando eu tinha treze anos",positivo
2647,Que tipo de pai deixa uma filha de 14 anos namorar e ainda apoia? #Encontro,negativo
2648,O telefone do Zeca tocando no meio da entrevista hahaha #ConversaComBial,neutro
2649,Existe gente linda e talentosa fora do universo da Globo #CarinhadeAnjo #DomingoLegal,positivo
2650,Daqui a pouco começa o Encontro e o programa do Bial nada... #ConversaComBial #MaiaraeMaraisaNoBial @user,negativo
2651,"@user no Amapá  o dim dim de Manaus, aqui é chamado de chopp. #VideoShowAoVivo",neutro
2652,Quero Sophia e Claudia nesse programa também 😍 #ConversaComBial,positivo
2653,Cadê as dançarinas do É o Tchan? #AltasHoras,negativo
2654,#Altashoras O cara das coreografias tá aparecendo mais que o Compadre Washigton e o Beto Jamaica! Kkkkk,neutro
